DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,TOTAL_MIN_CAPACITY_PRICE_[EUR/MW],TOTAL_AVERAGE_CAPACITY_PRICE_[EUR/MW],TOTAL_MARGINAL_CAPACITY_PRICE_[EUR/MW],TOTAL_MIN_ENERGY_PRICE_[EUR/MWh],TOTAL_AVERAGE_ENERGY_PRICE_[EUR/MWh],TOTAL_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_MIN_CAPACITY_PRICE_[EUR/MW],GERMANY_AVERAGE_CAPACITY_PRICE_[EUR/MW],GERMANY_MARGINAL_CAPACITY_PRICE_[EUR/MW],GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],GERMANY_AVERAGE_ENERGY_PRICE_[EUR/MWh],GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_IMPORT(-)_EXPORT(+)_[MW],AUSTRIA_MIN_CAPACITY_PRICE_[EUR/MW],AUSTRIA_AVERAGE_CAPACITY_PRICE_[EUR/MW],AUSTRIA_MARGINAL_CAPACITY_PRICE_[EUR/MW],AUSTRIA_MIN_ENERGY_PRICE_[EUR/MWh],AUSTRIA_AVERAGE_ENERGY_PRICE_[EUR/MWh],AUSTRIA_MARGINAL_ENERGY_PRICE_[EUR/MWh],AUSTRIA_IMPORT(-)_EXPORT(+)_[MW],GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
9/15/2020,9/15/2020,aFRR,NEG_16_20,0.000,0.000,0.000,20.200,-271.700,-721.000,0.000,0.000,0.000,20.200,-299.430,-721.000,-53.000,0.000,0.000,0.000,19.800,-56.280,-498.000,53.000,
9/15/2020,9/15/2020,aFRR,NEG_20_24,0.000,0.000,0.000,20.200,-45.490,-217.000,0.000,0.000,0.000,20.200,-50.540,-217.000,-80.000,0.000,0.000,0.000,19.800,-10.580,-68.000,80.000,
9/16/2020,9/16/2020,aFRR,POS_00_04,0.000,14.600,50.000,53.130,878.950,8370.000,0.000,16.770,50.000,53.130,992.010,8370.000,-80.000,0.000,0.000,0.000,56.350,120.200,158.620,80.000,
9/16/2020,9/16/2020,aFRR,POS_04_08,0.000,27.290,50.000,64.000,738.730,9340.400,0.000,29.060,50.000,67.780,809.480,9340.400,-80.000,0.000,14.670,27.920,64.000,234.600,6444.000,80.000,
9/16/2020,9/16/2020,aFRR,POS_08_12,0.000,36.380,59.170,71.000,854.090,8370.000,0.000,36.460,59.170,78.000,907.320,8370.000,-9.000,7.480,35.590,58.160,71.000,306.760,6444.000,9.000,
9/16/2020,9/16/2020,aFRR,POS_12_16,0.000,10.840,17.700,65.000,856.520,8370.000,0.000,11.650,17.700,65.000,940.950,8370.000,-80.000,0.000,4.890,8.960,66.000,241.390,6444.000,80.000,
9/16/2020,9/16/2020,aFRR,POS_16_20,0.000,38.330,58.000,72.000,1083.250,8370.000,0.000,38.850,58.000,80.200,1101.610,8370.000,60.000,11.680,30.360,54.000,72.000,799.540,5963.240,-60.000,
9/16/2020,9/16/2020,aFRR,POS_20_24,0.000,24.780,34.000,72.000,761.280,8370.000,0.000,25.060,32.020,77.060,789.140,8370.000,80.000,7.880,19.690,34.000,72.000,256.340,314.250,-80.000,
9/16/2020,9/16/2020,aFRR,NEG_00_04,0.000,3.310,12.000,16.570,-783.760,-9999.000,0.000,3.400,12.000,16.570,-732.740,-9999.000,-56.000,0.000,2.650,11.680,12.000,-1170.380,-5941.460,56.000,
9/16/2020,9/16/2020,aFRR,NEG_04_08,0.000,1.470,5.710,19.830,-768.380,-9999.000,0.000,1.560,5.710,19.830,-709.230,-9999.000,-78.000,0.000,0.860,4.920,16.000,-1159.220,-5949.100,78.000,
9/16/2020,9/16/2020,aFRR,NEG_08_12,0.000,0.000,0.000,20.100,-87.890,-274.670,0.000,0.000,0.000,20.100,-99.730,-274.670,-80.000,0.000,0.000,0.000,17.000,-5.840,-27.000,80.000,
9/16/2020,9/16/2020,aFRR,NEG_12_16,0.000,0.450,2.570,18.690,-593.250,-9999.000,0.000,0.510,2.570,18.690,-671.520,-9999.000,-80.000,0.000,0.000,0.000,14.000,-40.330,-258.000,80.000,
9/16/2020,9/16/2020,aFRR,NEG_16_20,0.000,0.000,0.000,19.830,-131.050,-499.000,0.000,0.000,0.000,19.830,-144.620,-499.000,-80.000,0.000,0.000,0.000,19.000,-37.880,-249.000,80.000,
9/16/2020,9/16/2020,aFRR,NEG_20_24,0.000,0.000,0.000,19.830,-66.340,-220.620,0.000,0.000,0.000,19.830,-70.680,-220.620,-42.000,0.000,0.000,0.000,19.000,-31.110,-200.740,42.000,
9/17/2020,9/17/2020,aFRR,POS_00_04,0.000,6.770,17.400,53.200,621.680,8370.000,0.000,7.740,17.400,57.740,693.360,8370.000,-80.000,0.000,0.000,0.000,53.200,122.000,158.010,80.000,
9/17/2020,9/17/2020,aFRR,POS_04_08,0.000,19.830,28.200,65.000,691.310,8380.200,0.000,20.280,28.200,70.200,705.290,8380.200,-80.000,0.000,16.560,26.600,65.000,588.860,8350.000,80.000,
9/17/2020,9/17/2020,aFRR,POS_08_12,0.000,26.040,35.920,71.000,894.480,8370.000,0.000,25.940,34.220,78.000,906.430,8370.000,80.000,10.320,27.990,35.920,71.000,669.180,6437.560,-80.000,
9/17/2020,9/17/2020,aFRR,POS_12_16,0.000,6.140,11.000,65.000,392.330,8370.000,0.000,6.150,11.000,65.000,381.680,8370.000,-80.000,0.000,6.070,10.200,66.000,469.240,8350.000,80.000,
9/17/2020,9/17/2020,aFRR,POS_16_20,0.000,29.310,40.380,72.000,522.550,8370.000,0.000,29.630,40.380,83.040,477.130,8370.000,-49.000,0.000,26.560,39.920,72.000,904.510,8350.000,49.000,
9/17/2020,9/17/2020,aFRR,POS_20_24,0.000,16.470,22.920,76.000,566.690,8501.000,0.000,17.120,22.920,78.580,565.610,5000.000,-80.000,0.000,11.850,22.000,76.000,574.400,8501.000,80.000,
9/17/2020,9/17/2020,aFRR,NEG_00_04,0.000,5.420,28.290,15.000,-969.120,-9999.000,0.000,5.560,28.290,14.000,-912.720,-9999.000,-52.000,0.000,4.340,27.720,15.000,-1406.440,-5900.000,52.000,
9/17/2020,9/17/2020,aFRR,NEG_04_08,0.000,2.100,9.690,18.530,-850.510,-9999.000,0.000,2.310,9.690,18.530,-823.140,-9999.000,-80.000,0.000,0.700,4.000,17.000,-1030.510,-5900.000,80.000,
9/17/2020,9/17/2020,aFRR,NEG_08_12,0.000,0.000,0.000,19.110,-75.420,-300.000,0.000,0.000,0.000,19.110,-85.610,-300.000,-80.000,0.000,0.000,0.000,17.000,-5.350,-19.000,80.000,
9/17/2020,9/17/2020,aFRR,NEG_12_16,0.000,0.340,3.000,17.000,-614.540,-9999.000,0.000,0.370,3.000,16.110,-652.210,-9999.000,-58.000,0.000,0.070,3.000,17.000,-327.110,-5800.000,58.000,
9/17/2020,9/17/2020,aFRR,NEG_16_20,0.000,0.000,0.000,18.530,-86.170,-300.000,0.000,0.000,0.000,18.530,-96.240,-300.000,-80.000,0.000,0.000,0.000,18.000,-20.050,-97.350,80.000,
9/17/2020,9/17/2020,aFRR,NEG_20_24,0.000,0.000,0.000,18.530,-54.470,-300.000,0.000,0.000,0.000,18.530,-60.350,-300.000,-80.000,0.000,0.000,0.000,18.000,-13.360,-87.000,80.000,
9/18/2020,9/18/2020,aFRR,POS_00_04,0.000,3.350,6.000,57.000,4201.500,8370.000,0.000,3.850,6.000,59.750,4813.380,8370.000,-80.000,0.000,0.000,0.000,57.000,115.080,149.400,80.000,
9/18/2020,9/18/2020,aFRR,POS_04_08,0.000,15.850,19.400,65.600,541.750,8380.200,0.000,16.040,19.400,71.240,549.080,8380.200,37.000,0.000,13.520,19.360,65.600,448.400,8341.650,-37.000,
9/18/2020,9/18/2020,aFRR,POS_08_12,0.000,22.800,27.480,71.000,490.580,8370.000,0.000,23.300,27.480,76.030,472.370,8370.000,23.000,0.000,16.860,27.240,71.000,707.980,8099.500,-23.000,
9/18/2020,9/18/2020,aFRR,POS_12_16,0.000,3.810,7.200,64.750,3739.470,8370.000,0.000,3.850,5.760,64.750,3898.630,8370.000,80.000,0.000,3.160,7.200,65.800,895.690,8099.500,-80.000,
9/18/2020,9/18/2020,aFRR,POS_16_20,0.000,29.190,47.400,68.300,607.030,8370.000,0.000,30.070,47.400,68.300,453.210,8370.000,-80.000,5.680,22.810,37.080,72.000,1729.360,8341.700,80.000,
9/18/2020,9/18/2020,aFRR,POS_20_24,0.000,14.080,17.080,77.000,518.380,8453.330,0.000,14.780,17.080,78.000,452.570,8370.000,-80.000,0.000,9.210,15.240,77.000,978.360,8453.330,80.000,
9/18/2020,9/18/2020,aFRR,NEG_00_04,0.000,5.780,13.640,16.490,-1000.320,-9999.000,0.000,5.840,13.640,16.490,-983.660,-9999.000,-26.000,0.000,5.260,13.200,14.000,-1145.350,-5790.000,26.000,
9/18/2020,9/18/2020,aFRR,NEG_04_08,0.000,0.960,3.420,19.120,-1764.520,-5999.000,0.000,0.950,3.420,19.120,-1852.480,-5999.000,-40.000,0.000,1.010,3.200,16.000,-1069.560,-5626.000,40.000,
9/18/2020,9/18/2020,aFRR,NEG_08_12,0.000,0.000,0.000,20.960,-114.270,-867.000,0.000,0.000,0.000,20.960,-130.280,-867.000,-80.000,0.000,0.000,0.000,17.000,-4.010,-14.490,80.000,
9/18/2020,9/18/2020,aFRR,NEG_12_16,0.000,0.130,2.000,16.100,-619.570,-9999.000,0.000,0.140,2.000,16.100,-641.570,-9999.000,-51.000,0.000,0.000,0.000,16.000,-441.990,-5626.000,51.000,
9/18/2020,9/18/2020,aFRR,NEG_16_20,0.000,0.000,0.000,20.960,-154.780,-887.000,0.000,0.000,0.000,20.960,-175.040,-887.000,-80.000,0.000,0.000,0.000,17.000,-12.560,-67.000,80.000,
9/18/2020,9/18/2020,aFRR,NEG_20_24,0.000,0.000,0.000,20.960,-70.990,-300.000,0.000,0.000,0.000,20.960,-79.690,-300.000,-80.000,0.000,0.000,0.000,17.500,-11.800,-64.910,80.000,
9/19/2020,9/19/2020,aFRR,POS_00_04,0.000,0.870,3.330,59.000,446.310,8370.000,0.000,0.930,3.330,60.120,484.350,8370.000,-30.000,0.000,0.360,3.120,59.000,109.800,150.000,30.000,
9/19/2020,9/19/2020,aFRR,POS_04_08,0.000,4.740,8.940,62.130,671.520,8380.200,0.000,4.730,8.940,62.130,654.430,8380.200,24.000,0.000,4.800,8.840,64.960,869.650,8333.290,-24.000,
9/19/2020,9/19/2020,aFRR,POS_08_12,0.000,6.910,13.220,66.900,459.740,8370.000,0.000,6.960,13.220,66.900,389.760,8370.000,33.000,0.000,6.220,13.160,70.370,1343.910,8091.450,-33.000,
9/19/2020,9/19/2020,aFRR,POS_12_16,0.000,0.340,2.670,60.120,703.210,8370.000,0.000,0.370,2.670,60.120,641.620,8370.000,-80.000,0.000,0.120,2.520,65.000,1150.590,8091.400,80.000,
9/19/2020,9/19/2020,aFRR,POS_16_20,0.000,15.470,26.680,71.000,781.760,8370.000,0.000,15.490,26.680,77.900,768.050,8370.000,-28.000,0.000,15.290,26.320,71.000,908.930,8242.870,28.000,
9/19/2020,9/19/2020,aFRR,POS_20_24,0.000,8.850,14.100,74.550,981.940,8370.000,0.000,9.340,14.100,74.550,989.890,8370.000,-80.000,0.000,5.290,8.840,77.000,924.510,8324.140,80.000,
9/19/2020,9/19/2020,aFRR,NEG_00_04,0.000,2.600,6.400,88.000,-2504.930,-5999.000,0.000,2.490,4.860,13.770,-2603.760,-5999.000,80.000,0.000,4.440,6.400,88.000,-828.150,-4849.000,-80.000,
9/19/2020,9/19/2020,aFRR,NEG_04_08,0.000,0.060,2.000,15.010,-498.250,-3849.000,0.000,0.000,0.000,15.010,-489.640,-1611.000,80.000,0.000,1.120,2.000,8.000,-640.500,-3849.000,-80.000,
9/19/2020,9/19/2020,aFRR,NEG_08_12,0.000,0.060,1.330,21.790,-513.580,-9999.000,0.000,0.070,1.330,21.790,-462.940,-9999.000,-4.000,0.000,0.030,0.960,12.000,-1020.900,-5999.000,4.000,
9/19/2020,9/19/2020,aFRR,NEG_12_16,0.000,6.960,18.280,13.530,-695.280,-9999.000,0.000,7.120,18.280,13.530,-609.920,-9999.000,-9.000,0.000,5.460,17.040,10.000,-1506.400,-8300.000,9.000,
9/19/2020,9/19/2020,aFRR,NEG_16_20,0.000,0.020,1.000,22.230,-776.750,-9999.000,0.000,0.010,1.000,22.230,-767.170,-9999.000,39.000,0.000,0.080,0.960,12.000,-901.930,-5999.000,-39.000,
9/19/2020,9/19/2020,aFRR,NEG_20_24,0.000,0.000,0.000,20.230,-92.860,-344.000,0.000,0.000,0.000,20.230,-98.550,-344.000,14.000,0.000,0.000,0.000,12.000,-31.320,-200.740,-14.000,
9/20/2020,9/20/2020,aFRR,POS_00_04,0.000,0.000,0.000,52.290,159.850,504.000,0.000,0.000,0.000,52.290,164.700,504.000,15.000,0.000,0.000,0.000,59.000,105.370,150.000,-15.000,
9/20/2020,9/20/2020,aFRR,POS_04_08,0.000,1.150,4.630,57.290,403.360,8500.000,0.000,1.230,4.630,57.290,305.600,8370.000,-72.000,0.000,0.590,4.000,63.000,1089.430,8500.000,72.000,
9/20/2020,9/20/2020,aFRR,POS_08_12,0.000,4.120,7.380,57.290,403.590,8370.000,0.000,4.260,7.380,57.290,318.120,8370.000,-80.000,0.000,3.100,7.120,69.770,1007.400,8083.360,80.000,
9/20/2020,9/20/2020,aFRR,POS_12_16,0.000,0.000,0.000,57.290,137.430,244.000,0.000,0.000,0.000,57.290,139.790,244.000,-31.000,0.000,0.000,0.000,63.000,115.890,199.830,31.000,
9/20/2020,9/20/2020,aFRR,POS_16_20,0.000,13.440,21.330,69.580,318.780,9929.500,0.000,13.760,21.330,69.580,290.240,9929.500,-80.000,0.000,11.010,17.480,75.000,530.250,5450.000,80.000,
9/20/2020,9/20/2020,aFRR,POS_20_24,0.000,8.230,19.440,62.910,376.950,8474.900,0.000,9.060,19.440,62.910,312.230,8474.900,-80.000,0.000,2.240,8.440,76.000,844.830,8014.660,80.000,
9/20/2020,9/20/2020,aFRR,NEG_00_04,0.000,1.930,4.480,15.530,-626.120,-9999.000,0.000,1.880,4.000,15.530,-578.440,-9999.000,79.000,0.000,2.780,4.480,1.000,-1432.400,-5999.000,-79.000,
9/20/2020,9/20/2020,aFRR,NEG_04_08,0.000,0.020,1.280,15.700,-221.690,-5999.000,0.000,0.000,0.000,15.700,-148.650,-1999.000,80.000,0.000,0.410,1.280,2.000,-1425.630,-5999.000,-80.000,
9/20/2020,9/20/2020,aFRR,NEG_08_12,0.000,0.110,3.600,15.000,-748.490,-9999.000,0.000,0.090,1.600,15.000,-678.880,-9999.000,80.000,0.000,0.410,3.600,6.000,-1991.110,-5999.000,-80.000,
9/20/2020,9/20/2020,aFRR,NEG_12_16,0.000,14.400,31.600,15.000,-722.470,-9999.000,0.000,14.690,31.600,15.000,-646.740,-9999.000,32.000,0.000,10.980,27.960,2.000,-1638.040,-5999.000,-32.000,
9/20/2020,9/20/2020,aFRR,NEG_16_20,0.000,0.000,0.960,19.770,-942.420,-5999.000,0.000,0.000,0.000,19.770,-899.650,-4539.571,76.000,0.000,0.040,0.960,0.000,-1642.550,-5999.000,-76.000,
9/20/2020,9/20/2020,aFRR,NEG_20_24,0.000,0.000,0.000,17.000,-65.880,-300.000,0.000,0.000,0.000,17.000,-65.890,-300.000,23.000,0.000,0.000,0.000,6.000,-65.700,-288.000,-23.000,
9/21/2020,9/21/2020,aFRR,POS_00_04,0.000,15.530,88.890,52.030,750.340,8370.000,0.000,17.830,88.890,52.030,846.910,8370.000,-80.000,0.000,0.160,3.800,59.000,106.750,249.000,80.000,
9/21/2020,9/21/2020,aFRR,POS_04_08,0.000,81.960,1213.330,63.000,701.840,9999.910,0.000,92.800,1213.330,63.710,603.750,9999.910,-80.000,0.000,3.900,15.600,63.000,1408.440,8486.830,80.000,
9/21/2020,9/21/2020,aFRR,POS_08_12,0.000,36.820,80.690,65.600,617.190,8370.000,0.000,40.660,80.690,65.600,523.840,8370.000,-80.000,0.000,9.030,32.000,68.000,1292.290,8083.360,80.000,
9/21/2020,9/21/2020,aFRR,POS_12_16,0.000,17.550,212.220,54.170,574.060,8370.000,0.000,19.800,212.220,54.170,618.190,8370.000,-80.000,0.000,1.400,7.200,63.000,258.220,5060.640,80.000,
9/21/2020,9/21/2020,aFRR,POS_16_20,0.000,101.640,220.000,71.000,979.040,8370.000,0.000,113.550,220.000,79.230,1042.190,8370.000,-80.000,0.000,16.050,49.960,71.000,525.240,5431.690,80.000,
9/21/2020,9/21/2020,aFRR,POS_20_24,0.000,37.880,92.310,71.000,646.810,9898.200,0.000,41.630,92.310,75.100,655.180,9898.200,-80.000,0.000,12.310,36.720,71.000,589.670,8014.660,80.000,
9/21/2020,9/21/2020,aFRR,NEG_00_04,0.000,6.010,28.850,17.500,-823.080,-9999.000,0.000,6.180,28.850,17.500,-732.820,-9999.000,-3.000,0.000,4.380,27.800,15.100,-1709.250,-5999.000,3.000,
9/21/2020,9/21/2020,aFRR,NEG_04_08,0.000,0.510,7.860,19.870,-778.750,-9999.000,0.000,0.530,7.860,19.870,-687.770,-9999.000,-3.000,0.000,0.260,1.800,15.500,-1656.250,-5999.000,3.000,
9/21/2020,9/21/2020,aFRR,NEG_08_12,0.000,0.000,0.000,21.370,-65.480,-299.000,0.000,0.000,0.000,21.370,-66.990,-299.000,-46.000,0.000,0.000,0.000,14.950,-53.600,-199.480,46.000,
9/21/2020,9/21/2020,aFRR,NEG_12_16,0.000,3.250,12.240,18.400,-756.620,-9999.000,0.000,3.380,12.240,18.400,-645.520,-9999.000,-53.000,0.000,2.260,8.320,14.900,-1609.860,-5999.000,53.000,
9/21/2020,9/21/2020,aFRR,NEG_16_20,0.000,0.000,0.000,22.230,-74.700,-300.000,0.000,0.000,0.000,22.230,-78.840,-300.000,-58.000,0.000,0.000,0.000,15.100,-43.280,-177.770,58.000,
9/21/2020,9/21/2020,aFRR,NEG_20_24,0.000,0.000,0.000,21.370,-38.480,-167.000,0.000,0.000,0.000,21.370,-40.840,-167.000,-80.000,0.000,0.000,0.000,16.950,-22.460,-119.000,80.000,
9/22/2020,9/22/2020,aFRR,POS_00_04,0.000,19.610,32.920,60.270,533.800,8370.000,0.000,22.550,32.920,60.270,599.290,8370.000,-80.000,0.000,0.630,7.720,62.000,111.190,248.000,80.000,
9/22/2020,9/22/2020,aFRR,POS_04_08,0.000,63.270,132.000,64.960,579.930,9999.000,0.000,70.560,132.000,67.630,443.840,9999.000,-80.000,0.000,11.400,21.120,64.960,1548.130,8400.000,80.000,
9/22/2020,9/22/2020,aFRR,POS_08_12,0.000,51.820,82.000,69.000,559.720,8370.000,0.000,55.390,82.000,76.300,452.100,8370.000,-80.000,0.000,25.620,47.360,69.000,1349.610,8083.360,80.000,
9/22/2020,9/22/2020,aFRR,POS_12_16,0.000,24.560,70.040,65.000,521.090,8370.000,0.000,27.410,70.040,70.270,528.650,8370.000,-80.000,0.000,3.640,7.960,65.000,465.710,5060.640,80.000,
9/22/2020,9/22/2020,aFRR,POS_16_20,0.000,124.730,233.330,79.230,569.850,8370.000,0.000,135.930,233.330,79.230,602.190,8370.000,-80.000,0.000,45.570,87.800,98.000,341.090,3994.000,80.000,
9/22/2020,9/22/2020,aFRR,POS_20_24,0.000,49.220,81.540,80.300,462.100,9898.200,0.000,51.980,81.540,80.300,459.170,9898.200,-80.000,0.000,30.270,52.640,93.000,482.270,8014.660,80.000,
9/22/2020,9/22/2020,aFRR,NEG_00_04,0.000,10.970,28.430,18.840,-779.990,-9999.000,0.000,11.450,28.430,18.840,-684.010,-9999.000,-48.000,0.000,7.270,25.920,15.100,-1529.230,-5999.000,48.000,
9/22/2020,9/22/2020,aFRR,NEG_04_08,0.000,2.120,8.570,23.740,-800.360,-9999.000,0.000,2.170,8.570,23.740,-704.690,-9999.000,-80.000,0.000,1.790,6.320,15.500,-1445.380,-5999.000,80.000,
9/22/2020,9/22/2020,aFRR,NEG_08_12,0.000,0.000,0.000,26.240,-143.710,-1999.000,0.000,0.000,0.000,26.240,-158.400,-1999.000,-80.000,0.000,0.000,0.000,17.000,-38.760,-108.840,80.000,
9/22/2020,9/22/2020,aFRR,NEG_12_16,0.000,3.520,13.970,20.200,-1270.180,-9999.000,0.000,3.980,13.970,20.200,-1191.350,-9999.000,-80.000,0.000,0.280,2.800,0.000,-1819.730,-5999.000,80.000,
9/22/2020,9/22/2020,aFRR,NEG_16_20,0.000,0.000,0.000,26.240,-86.070,-300.000,0.000,0.000,0.000,26.240,-95.400,-300.000,-80.000,0.000,0.000,0.000,22.300,-21.100,-96.000,80.000,
9/22/2020,9/22/2020,aFRR,NEG_20_24,0.000,0.000,0.000,26.240,-43.180,-300.000,0.000,0.000,0.000,26.240,-46.920,-300.000,-80.000,0.000,0.000,0.000,20.500,-16.990,-73.670,80.000,
9/23/2020,9/23/2020,aFRR,POS_00_04,0.000,9.730,14.200,59.000,532.270,3999.000,0.000,10.710,14.200,64.000,591.890,3999.000,-80.000,0.000,3.000,7.400,59.000,124.040,999.000,80.000,
9/23/2020,9/23/2020,aFRR,POS_04_08,0.000,35.080,53.970,65.500,707.620,8391.600,0.000,38.080,53.970,70.300,514.040,8380.200,-80.000,0.000,13.540,20.320,65.500,2096.570,8391.600,80.000,
9/23/2020,9/23/2020,aFRR,POS_08_12,0.000,35.600,57.080,69.500,1327.210,8370.000,0.000,36.290,57.080,78.770,1292.250,8370.000,-80.000,0.000,30.490,46.720,69.500,1584.980,8011.220,80.000,
9/23/2020,9/23/2020,aFRR,POS_12_16,0.000,14.700,24.560,65.500,418.970,8370.000,0.000,16.090,24.560,69.140,414.280,8370.000,-80.000,0.000,4.580,8.920,65.500,453.030,5010.190,80.000,
9/23/2020,9/23/2020,aFRR,POS_16_20,0.000,63.630,110.060,80.000,630.800,8370.000,0.000,64.060,110.060,85.760,633.230,8370.000,-80.000,0.000,60.470,95.920,80.000,613.190,3951.330,80.000,
